"Label","ID","Link cost","Link displacement","Link target IDs","Link target IDs","Link velocity","AP","AP","Somite","Somite"
"38 ? 37","35","","1.8025177937921448","38.0","37.0","1.8025177937921448","0","1","1","0"
"39 ? 38","36","","0.38639355521329977","39.0","38.0","0.38639355521329977","0","1","1","0"
"40 ? 39","37","8.26550681242013","2.874979445564808","40.0","39.0","2.874979445564808","0","1","1","0"
"41 ? 40","38","","2.0649546018699256","41.0","40.0","2.0649546018699256","0","1","1","0"
"42 ? 41","39","","1.5347552232133412","42.0","41.0","1.5347552232133412","0","1","1","0"
"43 ? 42","40","0.5336086907705604","0.7304852433626298","43.0","42.0","0.7304852433626298","0","1","1","0"
"44 ? 43","41","","1.3587820162635875","44.0","43.0","1.3587820162635875","0","1","1","0"
"45 ? 44","42","","1.0852358257956727","45.0","44.0","1.0852358257956727","0","1","1","0"
"46 ? 45","43","","0.6205073228204456","46.0","45.0","0.6205073228204456","0","1","1","0"
"47 ? 46","44","","1.8200355514968938","47.0","46.0","1.8200355514968938","0","1","1","0"
"48 ? 47","45","","1.6859423991392681","48.0","47.0","1.6859423991392681","0","1","1","0"
"49 ? 48","46","","1.4151341096033387","49.0","48.0","1.4151341096033387","0","1","1","0"
"50 ? 49","47","","1.9985100058298015","50.0","49.0","1.9985100058298015","0","1","1","0"
"51 ? 50","48","","2.350809102170409","51.0","50.0","2.350809102170409","0","1","1","0"
"52 ? 51","49","","1.2744393125782538","52.0","51.0","1.2744393125782538","0","1","1","0"
"53 ? 52","50","","0.6205073228204532","53.0","52.0","0.6205073228204532","0","1","1","0"
"54 ? 53","51","","1.5576022172052788","54.0","53.0","1.5576022172052788","0","1","1","0"
"55 ? 54","52","","2.316628593253232","55.0","54.0","2.316628593253232","0","1","1","0"
"56 ? 55","53","","0.8988769829490918","56.0","55.0","0.8988769829490918","0","1","1","0"
"57 ? 56","54","","0.8935894063184906","57.0","56.0","0.8935894063184906","0","1","1","0"
"58 ? 57","55","","0.3365173440481235","58.0","57.0","0.3365173440481235","0","1","1","0"
"59 ? 58","56","","0.3351037059028835","59.0","58.0","0.3351037059028835","0","1","1","0"
"60 ? 59","57","","1.1502871894958386","60.0","59.0","1.1502871894958386","0","1","1","0"
"61 ? 60","58","","1.265407660292746","61.0","60.0","1.265407660292746","0","1","1","0"
"62 ? 61","59","","0.15049513137980722","62.0","61.0","0.15049513137980722","0","1","1","0"
"63 ? 62","60","","1.913677788733408","63.0","62.0","1.913677788733408","0","1","1","0"
"64 ? 63","61","0.5272971261781294","0.7261522747868586","64.0","63.0","0.7261522747868586","0","1","1","0"
"65 ? 64","62","","0.6830537577451063","65.0","64.0","0.6830537577451063","0","1","1","0"
"66 ? 65","63","","1.7917023477149592","66.0","65.0","1.7917023477149592","0","1","1","0"
"67 ? 66","64","","1.2015763529643018","67.0","66.0","1.2015763529643018","0","1","1","0"
"68 ? 67","65","","0.673034688096321","68.0","67.0","0.673034688096321","0","1","1","0"
"69 ? 68","66","","1.2732237009919367","69.0","68.0","1.2732237009919367","0","1","1","0"
"70 ? 69","67","","1.2887832525495981","70.0","69.0","1.2887832525495981","0","1","1","0"
"71 ? 70","68","","2.036367489872015","71.0","70.0","2.036367489872015","0","1","1","0"
"72 ? 71","69","","1.873214702183789","72.0","71.0","1.873214702183789","0","1","1","0"
"73 ? 72","70","","0.7010234992551893","73.0","72.0","0.7010234992551893","0","1","1","0"
"74 ? 73","71","","0.7524756568992624","74.0","73.0","0.7524756568992624","0","1","1","0"
"75 ? 74","72","","0.752475656899254","75.0","74.0","0.752475656899254","0","1","1","0"
"76 ? 75","73","","0.5426179128978316","76.0","75.0","0.5426179128978316","0","1","1","0"
"77 ? 76","74","","0.5426179128978453","77.0","76.0","0.5426179128978453","0","1","1","0"
"78 ? 77","75","","0.8104410851519657","78.0","77.0","0.8104410851519657","0","1","1","0"
"79 ? 78","76","","1.3296819735195093","79.0","78.0","1.3296819735195093","0","1","1","0"
"80 ? 79","77","","1.3454598662029371","80.0","79.0","1.3454598662029371","0","1","1","0"
"81 ? 80","78","","0.4514853941396603","81.0","80.0","0.4514853941396603","0","1","1","0"
"82 ? 81","79","","0.5632605582316401","82.0","81.0","0.5632605582316401","0","1","1","0"
"83 ? 82","80","","1.6344707616388843","83.0","82.0","1.6344707616388843","0","1","1","0"
"84 ? 83","81","","1.9236459698571797","84.0","83.0","1.9236459698571797","0","1","1","0"
"85 ? 84","82","","1.8755741062220637","85.0","84.0","1.8755741062220637","0","1","1","0"
"86 ? 85","83","","0.3305925667925928","86.0","85.0","0.3305925667925928","0","1","1","0"
"87 ? 86","84","","1.7809280209992344","87.0","86.0","1.7809280209992344","0","1","1","0"
"88 ? 87","85","","0.5632605582316444","88.0","87.0","0.5632605582316444","0","1","1","0"
"89 ? 88","86","","0.9154261461498074","89.0","88.0","0.9154261461498074","0","1","1","0"
"90 ? 89","87","","0.9108394667625965","90.0","89.0","0.9108394667625965","0","1","1","0"
"91 ? 90","88","","0.9154261461498127","91.0","90.0","0.9154261461498127","0","1","1","0"
"92 ? 91","89","","1.0852358257956896","92.0","91.0","1.0852358257956896","0","1","1","0"
"93 ? 92","90","","0.0","93.0","92.0","0.0","0","1","1","0"
"94 ? 93","91","","1.3821445691838568","94.0","93.0","1.3821445691838568","0","1","1","0"
"95 ? 94","92","","1.2218837076839002","95.0","94.0","1.2218837076839002","0","1","1","0"
"96 ? 95","93","","0.6019805255194834","96.0","95.0","0.6019805255194834","0","1","1","0"
"97 ? 96","94","","0.6995093985761659","97.0","96.0","0.6995093985761659","0","1","1","0"
"98 ? 97","95","","0.8775298714845112","98.0","97.0","0.8775298714845112","0","1","1","0"
"99 ? 98","96","","1.534755223213397","99.0","98.0","1.534755223213397","0","1","1","0"
"100 ? 99","97","","1.355113146886164","100.0","99.0","1.355113146886164","0","1","1","0"
"101 ? 100","98","","1.4594282019235483","101.0","100.0","1.4594282019235483","0","1","1","0"
"102 ? 101","99","","1.6372440499093293","102.0","101.0","1.6372440499093293","0","1","1","0"
"103 ? 102","100","","1.7644103913788796","103.0","102.0","1.7644103913788796","0","1","1","0"
"104 ? 103","101","","2.4774075280517787","104.0","103.0","2.4774075280517787","0","1","1","0"
"105 ? 104","102","","1.1767983756222367","105.0","104.0","1.1767983756222367","0","1","1","0"
"106 ? 105","103","","1.4597410750810544","106.0","105.0","1.4597410750810544","0","1","1","0"
"107 ? 106","104","","1.5914778275948507","107.0","106.0","1.5914778275948507","0","1","1","0"
"108 ? 107","105","","0.8104410851520433","108.0","107.0","0.8104410851520433","0","1","1","0"
"109 ? 108","106","","1.9106375323062956","109.0","108.0","1.9106375323062956","0","1","1","0"
"110 ? 109","107","","0.6730346880962752","110.0","109.0","0.6730346880962752","0","1","1","0"
"111 ? 110","108","","0.4514853941396751","111.0","110.0","0.4514853941396751","0","1","1","0"
"112 ? 111","109","","1.7896967531615666","112.0","111.0","1.7896967531615666","0","1","1","0"
"113 ? 112","110","","1.1322479120360547","113.0","112.0","1.1322479120360547","0","1","1","0"
"114 ? 113","111","","3.0832793387403674","114.0","113.0","3.0832793387403674","0","1","1","0"
"116 ? 115","112","","0.370169078453008","116.0","115.0","0.370169078453008","0","1","1","0"
"117 ? 116","113","","3.4921681017961226","117.0","116.0","3.4921681017961226","0","1","1","0"
"118 ? 2","114","","0.37016907845291525","118.0","2.0","0.37016907845291525","0","1","1","0"
"119 ? 118","115","","0.6581911753232335","119.0","118.0","0.6581911753232335","0","1","1","0"
"120 ? 119","116","","2.212283168033991","120.0","119.0","2.212283168033991","0","1","1","0"
"121 ? 120","117","","1.1967270693373577","121.0","120.0","1.1967270693373577","0","1","1","0"
"122 ? 121","118","","1.1782509836131825","122.0","121.0","1.1782509836131825","0","1","1","0"
"123 ? 122","119","","0.0","123.0","122.0","0.0","0","1","1","0"
"124 ? 123","120","","0.0","124.0","123.0","0.0","0","1","1","0"
"125 ? 124","121","","1.1270034711204042","125.0","124.0","1.1270034711204042","0","1","1","0"
"126 ? 125","122","","0.0","126.0","125.0","0.0","0","1","1","0"
"127 ? 126","123","","1.2529141549648128","127.0","126.0","1.2529141549648128","0","1","1","0"
"128 ? 127","124","","2.3730088455849105","128.0","127.0","2.3730088455849105","0","1","1","0"
"129 ? 128","125","","0.7037165083285097","129.0","128.0","0.7037165083285097","0","1","1","0"
"130 ? 129","126","","0.6830537577452089","130.0","129.0","0.6830537577452089","0","1","1","0"
"131 ? 130","127","","0.5234981311193645","131.0","130.0","0.5234981311193645","0","1","1","0"
"132 ? 131","128","","0.6334691167426469","132.0","131.0","0.6334691167426469","0","1","1","0"
"133 ? 132","129","","0.6957763867807327","133.0","132.0","0.6957763867807327","0","1","1","0"
"134 ? 133","130","","0.4682309629107875","134.0","133.0","0.4682309629107875","0","1","1","0"
"135 ? 134","131","","1.0998681049696832","135.0","134.0","1.0998681049696832","0","1","1","0"
"136 ? 135","132","","0.7869052714208898","136.0","135.0","0.7869052714208898","0","1","1","0"
"137 ? 136","133","","0.740338156905969","137.0","136.0","0.740338156905969","0","1","1","0"
"138 ? 137","134","","1.055466087582455","138.0","137.0","1.055466087582455","0","1","1","0"
"139 ? 138","135","","1.6079283550147083","139.0","138.0","1.6079283550147083","0","1","1","0"
"140 ? 139","136","","1.205183203672026","140.0","139.0","1.205183203672026","0","1","1","0"
"141 ? 140","137","","2.162321288479208","141.0","140.0","2.162321288479208","0","1","1","0"
"142 ? 141","138","","0.0","142.0","141.0","0.0","0","1","1","0"
"143 ? 142","139","","1.193759408375232","143.0","142.0","1.193759408375232","0","1","1","0"
"144 ? 143","140","","1.2823380292074689","144.0","143.0","1.2823380292074689","0","1","1","0"
"145 ? 144","141","","0.6774329942504416","145.0","144.0","0.6774329942504416","0","1","1","0"
"146 ? 145","142","","0.8449433275639259","146.0","145.0","0.8449433275639259","0","1","1","0"
"147 ? 146","143","","1.4521922085534607","147.0","146.0","1.4521922085534607","0","1","1","0"
"148 ? 147","144","","0.874735614337517","148.0","147.0","0.874735614337517","0","1","1","0"
"149 ? 148","145","","1.796833897974682","149.0","148.0","1.796833897974682","0","1","1","0"
"150 ? 149","146","","1.5133491277727387","150.0","149.0","1.5133491277727387","0","1","1","0"
"151 ? 150","147","","0.7328620734689312","151.0","150.0","0.7328620734689312","0","1","1","0"
"152 ? 151","148","","0.44363320074254603","152.0","151.0","0.44363320074254603","0","1","1","0"
"153 ? 152","149","","1.095246008527756","153.0","152.0","1.095246008527756","0","1","1","0"
"154 ? 153","150","","2.9189126177191205","154.0","153.0","2.9189126177191205","0","1","1","0"
"155 ? 154","151","","2.0040272821191634","155.0","154.0","2.0040272821191634","0","1","1","0"
"156 ? 155","152","","2.7274053974926717","156.0","155.0","2.7274053974926717","0","1","1","0"
"157 ? 156","153","","2.1635002723029446","157.0","156.0","2.1635002723029446","0","1","1","0"
"158 ? 157","154","","2.1788995071355695","158.0","157.0","2.1788995071355695","0","1","1","0"
"159 ? 158","155","","1.5083298798221638","159.0","158.0","1.5083298798221638","0","1","1","0"
"160 ? 159","156","","1.1013910901770647","160.0","159.0","1.1013910901770647","0","1","1","0"
"161 ? 160","157","","1.822504531841761","161.0","160.0","1.822504531841761","0","1","1","0"
"162 ? 161","158","","0.8890826777100005","162.0","161.0","0.8890826777100005","0","1","1","0"
"163 ? 162","159","","1.0844443320473798","163.0","162.0","1.0844443320473798","0","1","1","0"
"164 ? 163","160","","0.6583263408078657","164.0","163.0","0.6583263408078657","0","1","1","0"
"165 ? 164","161","","3.1329276974708167","165.0","164.0","3.1329276974708167","0","1","1","0"
"166 ? 165","162","","1.7417523908580934","166.0","165.0","1.7417523908580934","0","1","1","0"
"167 ? 166","163","","1.9406046040026967","167.0","166.0","1.9406046040026967","0","1","1","0"
"168 ? 167","164","","1.2528766749672973","168.0","167.0","1.2528766749672973","0","1","1","0"
"169 ? 168","165","","1.353083718413449","169.0","168.0","1.353083718413449","0","1","1","0"
"170 ? 169","166","","0.6973771636846879","170.0","169.0","0.6973771636846879","0","1","1","0"
"171 ? 170","167","","2.053432454325923","171.0","170.0","2.053432454325923","0","1","1","0"
"172 ? 171","168","","0.8317343996681027","172.0","171.0","0.8317343996681027","0","1","1","0"
"173 ? 172","169","","2.660203089763867","173.0","172.0","2.660203089763867","0","1","1","0"
"174 ? 173","170","","2.1153616242818676","174.0","173.0","2.1153616242818676","0","1","1","0"
"175 ? 174","171","","1.5326948883400926","175.0","174.0","1.5326948883400926","0","1","1","0"
"176 ? 175","172","","0.9233213333453948","176.0","175.0","0.9233213333453948","0","1","1","0"
"177 ? 176","173","","4.48804004443648","177.0","176.0","4.48804004443648","0","1","1","0"
"178 ? 177","174","","0.5472550231995498","178.0","177.0","0.5472550231995498","0","1","1","0"
"179 ? 178","175","","1.3936100151314335","179.0","178.0","1.3936100151314335","0","1","1","0"
"180 ? 179","176","","2.5451703666169685","180.0","179.0","2.5451703666169685","0","1","1","0"
"181 ? 180","177","","2.1237631206299783","181.0","180.0","2.1237631206299783","0","1","1","0"
"182 ? 181","178","","2.6846361021964444","182.0","181.0","2.6846361021964444","0","1","1","0"
"183 ? 182","179","","1.5389959956078718","183.0","182.0","1.5389959956078718","0","1","1","0"
"184 ? 183","180","","2.790244162866981","184.0","183.0","2.790244162866981","0","1","1","0"
"185 ? 184","181","","1.7785788253984534","185.0","184.0","1.7785788253984534","0","1","1","0"
"186 ? 185","182","","1.7085797372849363","186.0","185.0","1.7085797372849363","0","1","1","0"
"187 ? 186","183","","0.3575792386060136","187.0","186.0","0.3575792386060136","0","1","1","0"
"188 ? 187","184","","0.43264308356974945","188.0","187.0","0.43264308356974945","0","1","1","0"
"189 ? 188","185","","0.7864698340631394","189.0","188.0","0.7864698340631394","0","1","1","0"
"190 ? 189","186","","1.9761066718805547","190.0","189.0","1.9761066718805547","0","1","1","0"
"191 ? 190","187","","1.5450594546966847","191.0","190.0","1.5450594546966847","0","1","1","0"
"192 ? 191","188","","0.3863935552132708","192.0","191.0","0.3863935552132708","0","1","1","0"
"193 ? 192","189","","0.0","193.0","192.0","0.0","0","1","1","0"
"194 ? 193","190","","0.9674193448569314","194.0","193.0","0.9674193448569314","0","1","1","0"
"195 ? 194","191","","1.1030277627715006","195.0","194.0","1.1030277627715006","0","1","1","0"
"196 ? 195","192","","1.810343685019033","196.0","195.0","1.810343685019033","0","1","1","0"
"197 ? 196","193","","0.546443006196098","197.0","196.0","0.546443006196098","0","1","1","0"
"198 ? 197","194","","2.1991424398936052","198.0","197.0","2.1991424398936052","0","1","1","0"
"199 ? 198","195","","2.664205397018109","199.0","198.0","2.664205397018109","0","1","1","0"
"200 ? 199","196","","1.803308811986929","200.0","199.0","1.803308811986929","0","1","1","0"
"201 ? 200","197","","0.3059248582256201","201.0","200.0","0.3059248582256201","0","1","1","0"
"202 ? 201","198","","0.38696773794278294","202.0","201.0","0.38696773794278294","0","1","1","0"
"203 ? 202","199","","0.5472550231995579","203.0","202.0","0.5472550231995579","0","1","1","0"
"204 ? 203","200","","1.374961229047195","204.0","203.0","1.374961229047195","0","1","1","0"
"205 ? 204","201","","0.4932890117252578","205.0","204.0","0.4932890117252578","0","1","1","0"
"206 ? 205","202","","1.3739699961447154","206.0","205.0","1.3739699961447154","0","1","1","0"
"207 ? 206","203","","1.3852539109442075","207.0","206.0","1.3852539109442075","0","1","1","0"
"208 ? 207","204","","1.462093362642731","208.0","207.0","1.462093362642731","0","1","1","0"
"209 ? 208","205","","1.3695929870362646","209.0","208.0","1.3695929870362646","0","1","1","0"
"210 ? 209","206","","0.864151580151134","210.0","209.0","0.864151580151134","0","1","1","0"
"211 ? 210","207","","1.4283775451859868","211.0","210.0","1.4283775451859868","0","1","1","0"
"212 ? 211","208","","0.0","212.0","211.0","0.0","0","1","1","0"
"213 ? 212","209","","0.9497683478046391","213.0","212.0","0.9497683478046391","0","1","1","0"
"214 ? 213","210","","0.5640975662004092","214.0","213.0","0.5640975662004092","0","1","1","0"
"215 ? 214","211","","1.4201322535399221","215.0","214.0","1.4201322535399221","0","1","1","0"
"216 ? 215","212","","1.650665116168954","216.0","215.0","1.650665116168954","0","1","1","0"
"217 ? 216","213","","1.36813755799884","217.0","216.0","1.36813755799884","0","1","1","0"
"218 ? 217","214","","4.996777136945417","218.0","217.0","4.996777136945417","0","1","1","0"
"219 ? 218","215","","3.1346912540867415","219.0","218.0","3.1346912540867415","0","1","1","0"
"219 ? 220","216","","1.670222414584874","219.0","220.0","1.670222414584874","0","1","1","0"
"221 ? 219","217","","0.8322055874088452","221.0","219.0","0.8322055874088452","0","1","1","0"
"222 ? 221","218","","2.8129875424621718","222.0","221.0","2.8129875424621718","0","1","1","0"
"223 ? 222","219","","0.6976160105515135","223.0","222.0","0.6976160105515135","0","1","1","0"
"224 ? 223","220","","0.9576962905992079","224.0","223.0","0.9576962905992079","0","1","1","0"
"225 ? 224","221","","1.2946320483957678","225.0","224.0","1.2946320483957678","0","1","1","0"
"226 ? 225","222","","1.3065445692929956","226.0","225.0","1.3065445692929956","0","1","1","0"
"227 ? 226","223","","1.557391567620331","227.0","226.0","1.557391567620331","0","1","1","0"
"228 ? 227","224","","0.5464430061961447","228.0","227.0","0.5464430061961447","0","1","1","0"
"229 ? 228","225","","1.8581071083702916","229.0","228.0","1.8581071083702916","0","1","1","0"
"230 ? 229","226","","0.0","230.0","229.0","0.0","0","1","1","0"
"231 ? 230","227","","0.8322055874089089","231.0","230.0","0.8322055874089089","0","1","1","0"
"232 ? 0","228","","2.9741468011316754","232.0","0.0","2.9741468011316754","0","1","1","0"
"233 ? 232","229","","1.2075334730996647","233.0","232.0","1.2075334730996647","0","1","1","0"
"234 ? 233","230","","1.3448576715997498","234.0","233.0","1.3448576715997498","0","1","1","0"
"235 ? 234","231","","1.5729885644074955","235.0","234.0","1.5729885644074955","0","1","1","0"
"236 ? 235","232","","1.0256319385462231","236.0","235.0","1.0256319385462231","0","1","1","0"
"237 ? 236","233","","0.2487522832725421","237.0","236.0","0.2487522832725421","0","1","1","0"
"238 ? 237","234","","0.0","238.0","237.0","0.0","0","1","1","0"
"239 ? 238","235","","1.6916984224558735","239.0","238.0","1.6916984224558735","0","1","1","0"
"240 ? 239","236","","0.0","240.0","239.0","0.0","0","1","1","0"
"241 ? 240","237","","0.9950091330900831","241.0","240.0","0.9950091330900831","0","1","1","0"
"242 ? 241","238","","1.7589442633764065","242.0","241.0","1.7589442633764065","0","1","1","0"
"243 ? 242","239","","0.7462568498175247","243.0","242.0","0.7462568498175247","0","1","1","0"
"244 ? 243","240","","0.556227014955646","244.0","243.0","0.556227014955646","0","1","1","0"
"245 ? 244","241","","1.2370629692869948","245.0","244.0","1.2370629692869948","0","1","1","0"
"246 ? 245","242","","1.15288742156798","246.0","245.0","1.15288742156798","0","1","1","0"
"247 ? 246","243","","1.0027525116103915","247.0","246.0","1.0027525116103915","0","1","1","0"
"248 ? 247","244","","1.6358157270156095","248.0","247.0","1.6358157270156095","0","1","1","0"
"249 ? 248","245","","1.017065222733449","249.0","248.0","1.017065222733449","0","1","1","0"
"250 ? 249","246","","2.239594753436954","250.0","249.0","2.239594753436954","0","1","1","0"
"251 ? 250","247","","1.3095275330963554","251.0","250.0","1.3095275330963554","0","1","1","0"
"252 ? 251","248","","1.098191866239898","252.0","251.0","1.098191866239898","0","1","1","0"
"253 ? 252","249","","1.9125505216864294","253.0","252.0","1.9125505216864294","0","1","1","0"
"254 ? 253","250","","0.19319677760658163","254.0","253.0","0.19319677760658163","0","1","1","0"
"255 ? 254","251","","0.7886247905763858","255.0","254.0","0.7886247905763858","0","1","1","0"
"256 ? 255","252","","0.7565505340080024","256.0","255.0","0.7565505340080024","0","1","1","0"
"257 ? 256","253","","0.9950091330900839","257.0","256.0","0.9950091330900839","0","1","1","0"
"258 ? 257","254","","1.369375896924439","258.0","257.0","1.369375896924439","0","1","1","0"
"259 ? 258","255","","1.0272577347075342","259.0","258.0","1.0272577347075342","0","1","1","0"
"260 ? 259","256","","1.2985250410781957","260.0","259.0","1.2985250410781957","0","1","1","0"
"261 ? 260","257","","2.1107331160517044","261.0","260.0","2.1107331160517044","0","1","1","0"
"262 ? 261","258","","1.1013910901770674","262.0","261.0","1.1013910901770674","0","1","1","0"
"263 ? 262","259","","1.117008102128271","263.0","262.0","1.117008102128271","0","1","1","0"
"264 ? 263","260","","0.12437614163627375","264.0","263.0","0.12437614163627375","0","1","1","0"
"265 ? 264","261","","0.0","265.0","264.0","0.0","0","1","1","0"
"266 ? 265","262","","0.7963958870695246","266.0","265.0","0.7963958870695246","0","1","1","0"
"267 ? 266","263","","1.592791774138989","267.0","266.0","1.592791774138989","0","1","1","0"
"268 ? 267","264","","0.5128159692730616","268.0","267.0","0.5128159692730616","0","1","1","0"
"269 ? 268","265","","0.5128159692730401","269.0","268.0","0.5128159692730401","0","1","1","0"
"270 ? 269","266","","1.0928860123922346","270.0","269.0","1.0928860123922346","0","1","1","0"
"271 ? 270","267","","0.8968891122277665","271.0","270.0","0.8968891122277665","0","1","1","0"
"272 ? 271","268","","1.88215255367513","272.0","271.0","1.88215255367513","0","1","1","0"
"273 ? 272","269","","0.7462568498175364","273.0","272.0","0.7462568498175364","0","1","1","0"
"274 ? 273","270","","1.6231765735036487","274.0","273.0","1.6231765735036487","0","1","1","0"
"275 ? 274","271","","0.6764244216699205","275.0","274.0","0.6764244216699205","0","1","1","0"
"276 ? 275","272","","0.7866237883085936","276.0","275.0","0.7866237883085936","0","1","1","0"
"277 ? 276","273","","2.5094762129049886","277.0","276.0","2.5094762129049886","0","1","1","0"
"278 ? 277","274","","0.27811350747784086","278.0","277.0","0.27811350747784086","0","1","1","0"
"279 ? 278","275","","1.1124540299112515","279.0","278.0","1.1124540299112515","0","1","1","0"
"280 ? 279","276","","0.7565505340081399","280.0","279.0","0.7565505340081399","0","1","1","0"
"281 ? 280","277","","1.5384479078192765","281.0","280.0","1.5384479078192765","0","1","1","0"
"282 ? 281","278","","0.8794721316881717","282.0","281.0","0.8794721316881717","0","1","1","0"
"283 ? 282","279","","0.8343405224334335","283.0","282.0","0.8343405224334335","0","1","1","0"
"284 ? 283","280","","0.8070071266363005","284.0","283.0","0.8070071266363005","0","1","1","0"
"285 ? 284","281","","1.8466088150779862","285.0","284.0","1.8466088150779862","0","1","1","0"
"286 ? 285","282","","1.44494510634998","286.0","285.0","1.44494510634998","0","1","1","0"
"287 ? 286","283","","0.7837861504894474","287.0","286.0","0.7837861504894474","0","1","1","0"
"288 ? 287","284","","0.8696728535277776","288.0","287.0","0.8696728535277776","0","1","1","0"
"289 ? 288","285","","0.40983225464712536","289.0","288.0","0.40983225464712536","0","1","1","0"
"290 ? 289","286","","0.5885395333400044","290.0","289.0","0.5885395333400044","0","1","1","0"
"291 ? 290","287","","1.4726646255141178","291.0","290.0","1.4726646255141178","0","1","1","0"
"292 ? 291","288","","1.6359127291025393","292.0","291.0","1.6359127291025393","0","1","1","0"
"293 ? 292","289","","1.3931617758301718","293.0","292.0","1.3931617758301718","0","1","1","0"
"294 ? 293","290","","1.8489842720908622","294.0","293.0","1.8489842720908622","0","1","1","0"
"295 ? 294","291","","0.49750456654496106","295.0","294.0","0.49750456654496106","0","1","1","0"
"296 ? 295","292","","0.5836675480525043","296.0","295.0","0.5836675480525043","0","1","1","0"
"297 ? 296","293","","0.0","297.0","296.0","0.0","0","1","1","0"
"298 ? 297","294","","0.7108744828740667","298.0","297.0","0.7108744828740667","0","1","1","0"
"299 ? 298","295","","0.4975045665450908","299.0","298.0","0.4975045665450908","0","1","1","0"
"300 ? 299","296","","0.0","300.0","299.0","0.0","0","1","1","0"
"301 ? 300","297","","0.796395887069562","301.0","300.0","0.796395887069562","0","1","1","0"
"302 ? 301","298","","0.27322150309804766","302.0","301.0","0.27322150309804766","0","1","1","0"
"303 ? 302","299","","1.2935721124932045","303.0","302.0","1.2935721124932045","0","1","1","0"
"304 ? 303","300","","1.2312609843633897","304.0","303.0","1.2312609843633897","0","1","1","0"
"305 ? 304","301","","0.7963958870694955","305.0","304.0","0.7963958870694955","0","1","1","0"
"306 ? 305","302","","1.0027525116103932","306.0","305.0","1.0027525116103932","0","1","1","0"
"307 ? 306","303","","1.055366558025882","307.0","306.0","1.055366558025882","0","1","1","0"
"308 ? 307","304","","0.0","308.0","307.0","0.0","0","1","1","0"
